姓名,手机,年龄
吴家伟,18942181035,20
洪育蓁,13239419525,27
林东宏,13442664758,22
刘容谕,15226842014,22
古勋宪,13406990019,22
陈威云,13476009750,18
蔡承君,15385615326,25
张孟儒,13575690080,27
刘勇志,18875558461,29
苏庭玮,15658658504,29
邱淑梅,15770632369,26
柯晓雯,13724953048,23
陈欣怡,15256998123,25
陈淑芬,13363151636,22
林孟涵,18824737258,23
杨怡君,15555220479,18
张明伦,18666613534,21
邱淑恭,15902238739,27
王华民,18714808211,29
廖美珍,13555498910,23
杨恭美,13704939863,21
刘佳燕,15607837915,28
韩曼谦,15721632551,29
丁菁义,13293069396,26
黄协仪,15193434115,27
谢博良,15108618862,24
潘旭俐,15950281283,23
林惠荣,15611231822,25
林舒婷,13335924644,28
吴昆人,15814319119,26
王纬真,15146324862,27
张怡雯,13451496922,26
陈雨圣,13263208136,29
张政儒,13317867960,26
柯珮如,15931809063,18
徐任淑,13426398880,20
杜怡如,13414761615,25
林圣杰,13263444741,24
童梦齐,13351413548,23
金梦蕙,18672702061,19
狄海全,18724998005,18
夏明哲,15733999982,18
吴雅惠,18944990444,27
陈宏贤,13776989532,29
黄儒原,18895297956,29
侯雪香,13591973466,25
林育仲,15286551679,23
郑惠珊,15387799037,18
刘俊宇,15374941830,22
袁韦廷,18539736169,28
胡元康,13197687881,18
吴琪智,13245902157,24
杨昆月,15380667178,27
萧琪兴,15234379798,27
林碧惠,18854837734,18
李书霖,18646513370,28
罗琼安,18500008190,28
黄钰雯,15552690990,19
汪韵如,13451245629,28
吴嘉宏,13339781438,28
王于珊,13648400891,25
李欣恩,15117485534,20
王怡达,13845600488,24
李琦政,13810831870,23
李财琇,13243087726,20
阮诚乔,13698413302,29
洪冠志,15340921015,21
林俊明,18677310746,27
赖名富,13719191459,29
陈大辛,13515371084,18
王惠坤,13230554835,21
王俊达,13715074023,18
陈建菁,18825641829,21
曾冠麟,15338063099,24
黄若茜,13106267863,21
翟庭玮,13408796279,26
曾馨仪,15746367630,20
许敬莹,13192215354,19
曾常瑶,18828166604,21
黄善蕙,18788395709,18
林柏钧,13319266106,26
徐佳治,13205542960,26
王怡孜,13108679284,19
张瑞仁,13213900729,29
吴芳仪,13212101345,26
冯志茹,18542824396,25
杨淑芬,15244341788,27
赖佩星,15865886647,20
利玟裕,15251005781,20
陆尚虹,18868099370,24
李荣治,15352370951,19
涂淑萍,18810889866,21
金钧郁,15878205124,28
陆佳颖,13501649548,26
冯静如,13459122216,28
黄昭菱,13557654571,18
谢冠中,15866360946,27
邱爱泰,13557969146,25
陈展齐,18691525734,28
侯钧芬,13281355608,21
张钰奇,15161107221,24
彭左香,13147413676,23
林慧顺,13638074381,20
郎百启,15269992447,19
陈志宏,13375385861,23
黄恭昀,13753069748,24
吴雅惠,18622703914,27
阮晓萍,13973836383,20
陈景霖,13163840825,21
林美华,13309546415,28
李建宏,18602254595,26
李佩桦,13748866565,23
王淑娟,15616905483,19
林彦君,18725600294,21
林怡君,18849656159,29
赖光颖,13956342286,25
袁宗翰,13270010498,19
王怡君,13995994211,28
张嘉秋,13153329481,28
张凯全,13283799288,20
李人添,13421379879,24
黄淑杰,13754060803,27
洪慧玲,18864232485,29
陈嘉豪,13203680572,19
颜治成,18791073371,22
刘启书,15521281064,22
朱右轩,13121488370,24
蔡欣平,18638227362,29
谢昱妤,15988621882,18
赖培伦,18919625415,22
李佩芬,18971827578,29
林凯文,13979928620,24
蔡铭士,13570763213,26
林淑真,15228292689,22
姚志明,18786606108,29
陈志琇,18519788027,20
陈嘉卿,15544281289,19
杨宗毅,18583591424,26
陈金欣,15952028080,20
谢宛臻,18917750992,27
陈绮心,18537081367,23
陈雅婷,15137092303,20
林承男,13476120443,29
赵耀东,13778355620,25
陈盈甄,13532803925,19
陈怡春,15336901204,18
杜淑慧,18725109449,19
全秀玲,13713317431,25
吴欣怡,18972800194,18
戎雅雯,13695651381,26
黄昭珮,15808845340,27
傅佳燕,13842600041,20
李仕星,15682002801,18
卢佳容,15718160573,18
徐伟侑,15979761474,27
王伶真,15181659052,26
林淑荣,18536942321,24
林奕宣,15894378038,29
陈佩明,15677546895,19
萧怡慧,13596491993,25
张雅佩,13866340924,19
叶怡雯,13854353199,25
江竹念,15268107805,22
陶仕瑜,15167701217,21
林火季,18653823228,25
陈彦良,15590719867,25
阮政亦,13711891892,28
张心怡,15552877623,18
魏雅婷,15678692310,19
颜宣德,13257628639,27
杨恩慧,18567160259,27
张明洁,13841307785,22
陈怡萱,13735413335,25
傅婉玲,13256591691,25
李淑政,13605782042,26
黄武珊,18793662902,20
赵淑美,13296017501,21
陈益妃,15737983233,24
陈凯婷,18505817085,23
李梦弘,13277520925,21
李杰洁,18539007872,22
洪昀杰,15968469240,18
叶蕙扬,13911887646,22
刘冠升,15692207355,21
张淑华,15880924689,20
李佳琪,18632341550,28
孙意婷,18999586793,21
陈芳亦,15628666863,23
陈宏月,18893034184,25
黄原霞,18964987543,22
李紫雄,13424276343,29
林婉友,18952442914,21
黄家铭,15707220648,19
张静怡,15234616170,18
夏美佳,15690510352,27
罗俊宇,15542654139,24
陈奕喜,15126936122,29
蔡月士,13874014321,25
李佩平,13876224592,21
黄彦民,13183945792,23
吴欣怡,18867667433,25
蔡琪贤,13568663924,25
陈静月,13182483208,23
赖伟智,13320945876,24
林明泰,13507094982,18
张雅雯,15349853970,19
施怡雯,13846340638,28
何嘉仪,13871761750,28
李钰婷,15680878424,28
林心怡,15987782064,22
林虹季,13765046700,26
刘玉伯,15607631971,18
王恭隆,15391052622,28
林宜君,13942524870,27
郭冠宇,18981738136,26
钟佩璇,15307541840,23
李礼行,15350159265,18
杨家齐,13115272118,21
施鸿钰,18572783596,28
陈阳盛,15680953740,21
杨雅来,18800174434,19
陈盈宏,13461579653,19
于妙桂,18916342494,24
郭秀娟,13993325020,24
李士贤,15302000678,23
林书俊,15822556266,21
刘绿雅,13776698530,27
林怡筠,13697937762,27
黄怡婷,13214931219,27
周勋珊,13366606902,27
江湖伟,15381868734,24
张佑云,18954488756,25
强伟婷,15880529602,28
何韦伶,18701718793,26
崔玟东,15270278717,20
吴家佩,15101852135,20
叶旻恭,15229749730,20
路大杰,13746033497,28
童家慧,13827136278,19
方行依,13295359827,27
王婕妤,13710514888,22
王勋定,15140495360,22
林宏儒,18743589440,20
嵇之平,13161310449,25
李俊秋,15839218155,25
方婉菁,13860696470,25
杨升修,15266713239,28
刘文钰,18721834333,22
蔡静阳,13752700260,25
陈山菱,15720032286,28
陈景裕,13894461762,26
吴珮君,18672743267,21
黎政军,15180300069,19
车乃云,13905373737,22
陈人毓,13873671727,21
林君育,13105026207,19
黄贞阳,15362338483,28
宓俊勇,13709534309,27
林美侑,18723357456,21
李舒念,15301038473,18
李雅婷,13981614259,22
王怡雯,13792652118,23
林云哲,18733386088,21
姜怡君,13558031165,20
林雅雄,13891335387,18
吴台麟,13427955729,20
余幸吉,18764599783,26
洪志玮,18658080221,20
邱淑紫,13683783782,29
倪盈如,18530299287,24
王怡如,13748029721,27
张家来,18697808327,18
刘志杰,15985351190,21
张佩蓉,13224285180,19
刘淑真,15745951622,23
冯侑韦,18805257322,29
李宥纬,15607326987,18
郑诚凡,13736657622,29
蔡玮玲,13132327839,21
潘耀瑶,18982216085,25
张山书,15542005632,21
林建慈,15353334995,19
陈惠如,15998620249,22
张玉达,15721379779,22
黄怡如,15830434739,29
许惠佩,15220956963,20
王岳莲,15253449572,25
曾雅婷,18508508175,22
谢雅慧,15194946852,19
黄义以,13558605740,24
张志铭,15614746142,25
杨柏勋,15581836033,23
朱毅任,18635389661,24
杜政哲,13252414449,26
江莉婷,18930605900,20
陈之意,15836044057,27
郑淑臻,13112459008,25
王建光,13641745427,27
陈佳柏,13548737124,20
郭宇齐,15862620154,23
王于婷,13785954764,27
蔡宛旭,18596003882,25
吴丽霖,18502801652,19
高善君,18583744606,25
许哲雄,13557308871,21
林宛成,18664459338,24
许宣威,15314294782,21
彭懿坚,18627222879,23
林伟婷,15785404600,18
杨美君,13670802353,23
许咏伶,13171405150,24
许俐慧,15561213532,19
李佩富,13224548192,19
陈维伦,18933312783,23
孙懿明,18995339175,24
陈莉均,15121933796,28
陈明霖,15705413554,29
林俊宏,15780141579,24
陈颖元,13810230088,26
黄如娇,13857496119,24
丁冠宇,13640277219,26
王雅萍,18508164381,23
王瑶法,18720323594,29
井常修,15214456810,20
刘怡秀,13561727786,28
陈美玲,15620281333,23
侯馨仪,15939100824,22
张家依,13915488486,29
黄火玲,15514170001,19
黄常芳,15664095930,27
林宏达,15807643110,25
吴辰齐,13712866419,18
吴孟雯,15157838929,20
卢亭宇,13909665027,19
张宝柏,13645502813,29
杨莉雯,18521092373,29
王姿妤,13277775539,26
许义火,15828553235,29
李俊治,15391261558,23
屠建春,13858631717,23
许舒宜,15615599191,21
谢政麟,13719839458,21
郁清白,18506573090,25
卢智尧,18727444838,27
黄绿翰,15110689385,25
陈欣宜,13286775894,19
林朝杰,13457612122,27
傅家绮,18502420667,24
李志豪,15971937716,22
许威任,15590549927,21
苏长君,15578684257,23
简恭玲,13403776359,22
陈柏修,15337020171,26
张得汉,15515959084,21
蒋茹泉,15532309095,29
彭志豪,15265158201,23
李博文,13291994999,26
刘志杰,18856440569,18
陈政坚,15792962947,23
陈振娟,15102692212,21
李秋贵,18716937365,20
吴冰帆,13916745636,28
耿翰娟,13329528005,18
刘筱芸,13159920520,20
史廷恭,15680311700,29
谢逸民,15186624207,27
黄竣纶,13350832177,26
陈珮坚,18860043101,25
王淑臻,15225152726,19
吴修珊,15532925820,22
高玉凤,18506899457,28
林昱宏,15130219010,22
郭伦阳,15865851385,20
黄凤琪,18704803663,25
陈诗轩,15877292082,21
孙肇蕙,18561505017,20
蔡仁汉,18782507396,25
施欣颖,15887319135,28
许哲廷,13498029050,29
陈慧娟,13274464785,21
郭仕扬,13496544540,20
蔡镇幸,18931343892,28
颜丽卿,15388313255,29
黄忆筠,15166460961,20
陆韦伶,15532721492,23
李青宏,13167475193,21
林芳仁,15349489293,19
颜怡静,13273968843,25
陈慧君,13820742363,20
姜俊恭,13608290452,26
郑于伦,15268294206,22
卢群宪,13955629587,19
谢哲荣,13357699482,20
黄美惠,18904401496,27
曹育儒,13331914783,22
陆明伦,13900762445,21
陈彦治,15929164242,22
许武维,18863238115,19
陈顺贤,15143915557,18
张佳怡,13255861846,23
陈嘉松,13229223338,29
黄舜士,13921921616,21
陈育廷,18998877219,20
杜品枝,18662059570,27
刘诗婷,18777068334,23
林新绮,13661082632,28
黄世菱,18948684808,23
马秀琴,18613711511,24
柳孟修,18627993098,24
王佩怡,13365572931,19
陈淑君,13193339725,18
单胜维,18616753300,20
王常维,18946316038,28
严宗达,18893746708,26
林成义,13343969497,27
李美慧,18582174241,18
赖吉菁,15815449116,28
林静如,15325255696,28
胡冠儒,13417266681,19
林冠希,13357162398,21
陈威坚,15657898511,24
涂智超,15685973921,24
邱宜芳,15747280007,27
张成欣,18581431302,23
林宜蓁,13636267459,18
戴玉玮,15593182544,24
王宪瑜,13986251188,22
黄怡秀,13316021730,29
陈佑达,13770745487,21
吴佩珊,18732219491,29
吴宛南,18814608375,25
王嘉旭,13577085562,21
黄慧军,18700120419,21
蒯月佩,13699930447,22
陆孟伦,13288249362,21
柯得民,13142661530,22
张佑爱,15869574410,19
陈信靖,18825237715,20
韩晓萍,15690126899,18
黄家豪,18673737808,19
吴慧玲,15155058571,28
廖慧茹,13924467764,26
吴钧帆,13366091446,21
李淑媛,13561973353,23
张琬婷,18852956084,22
陈宏儒,13293327675,25
林子绿,13602927422,29
洪嘉玫,18540196567,27
黄乃文,15143249420,23
叶乃火,18542132853,18
翁人白,15935013742,23
陈慈珠,15390878805,20
陈慧敏,13714727905,18
李静怡,15709101743,24
蔡金桂,15615293020,25
韩姿蓉,13428504920,23
陈弘帆,13732576325,25
张志婷,15527544960,29
陈柏琦,13296876232,18
丁山君,13221277222,24
杨忆莹,13178982316,27
周嘉玲,15854884677,23
陈宗诚,15520268656,20
陈信中,15700031152,29
李彦平,15582717279,23
林定忠,18640675802,28
连家莹,18583012078,29
吴淑旭,18730279856,25
杨玟中,15176147137,22
阳嘉慧,13600253753,19
陈冠如,13984651424,25
周台义,15252104358,29
周皓俊,18749144058,27
孙芳如,18967018953,24
孙筱涵,13829929862,25
林盈君,13601383530,25
黄法贤,15316742329,21
徐睿汉,13313321231,27
卢纬柔,15950790929,21
李建伦,15224095085,19
吴佩威,15574306870,23
王欢玮,15840474676,20
陈钰琳,13900796085,21
詹世杰,13730151102,19
王佳颖,13261734657,22
苏志成,15705284160,18
姜妙菱,18551390846,26
洪诗奇,13203942079,25
梁佳蓉,13347380687,25
洪怡芳,15188852639,23
林淑敏,15920323760,27
鞠嘉杰,15954555513,21
李慈雄,18574303864,23
王秀光,13767800717,27
赵心和,18649810987,20
吴怡君,13911376513,28
徐伟纶,18728692238,28
林宛儒,15708059359,25
杨宗昌,15359292880,22
涂育霖,15774800612,21
谢皇欢,18876873905,22
杜宛蓉,13366307296,24
程宗翰,13176318046,28
黄莉玲,13496782481,26
郭文彦,13957841339,26
王美娟,15115277498,27
蔡怡静,13565423202,26
林怡纯,15294284818,21
姚伟爱,13806782970,28
陈婉淑,18979509783,23
徐宇翔,13929644273,27
黄淑睿,13671585087,20
曹姿颖,15161761110,29
王智尧,15693352021,27
张宇希,18685955078,28
邱维花,13960070154,27
苏琼慧,18505933212,26
王筱君,15926127152,21
姚雅馨,15863997141,18
李志汉,15850826376,29
蔡奕辰,13929085764,21
柳刚政,18898106209,26
王宛蓉,13306069270,18
张修均,15677735864,21
刘伟欣,13238894731,28
王燕雪,15524503628,26
李慈昀,13246041021,25
李怡文,15591840524,27
林一政,13581870392,19
苏梅礼,18765379039,21
王汉蓉,13502602072,27
林一铭,18672129469,21
黄静怡,13492290036,24
林家宁,15964568990,22
袁纬阳,18806272947,20
李琳白,13372803835,25
邬雅婷,18517379220,18
陈怡俐,13348574765,29
林鸿桂,18650558198,25
陆静怡,18939733799,28
陈虹惟,15868752569,18
唐任泉,18771189228,29
陈元妃,13365926834,28
简旻群,13346901677,29
刘明伦,13150193550,23
黄佳琳,13648653034,26
谢宛臻,15353717571,19
杨凯轩,18745846060,19
刘以琴,15150165640,23
王士生,15179789944,21
陈佑玲,15833495097,28
魏劭香,13299258709,18
林士贤,18916891528,24
周希盛,15743562207,24
陈振宇,13306754703,29
宋淑君,13610497330,28
吴俊凯,18523811215,20
许台白,15215578613,29
朱奕发,13308494883,20
张家辰,15816696598,26
李怡静,13175381023,18
黄琦香,18893197766,19
黄嘉辛,13413721567,25
韩慈瑄,15246630059,28
郭怡芳,13483721512,22
蔡又一,13459925133,29
唐建安,15847968747,19
萧怡雯,18982937978,26
罗淑惠,13952254581,27
张亦辰,15519671858,20
陈刚仲,15845403534,25
吴凤坚,13658866497,24
罗怡慧,13510221327,21
黄玉娟,13947884383,22
王娇莹,15718174722,28
梁慧娟,18789713680,26
刘馨合,18518196685,26
洪肇中,15505190043,20
郭乐意,13947155513,21
李佳静,13459559583,24
黄予珍,15904511382,19
尚孟轩,13275465908,21
陈奕宣,15902690695,25
陈品祥,13565565107,23
邱心芸,13824806067,23
陈淑侑,18637829905,25
林立欣,18711542942,28
冯裕翔,15752138002,26
袁致士,15575024376,21
安琇韦,13735559980,27
苏怡珊,13977080526,23
林智凯,13438090962,18
郑宇绿,13990397868,26
陈韦杰,15510836159,20
杨玉凤,13716724757,19
陈志青,15289720208,29
刘筱婷,13120852304,28
游姿蓉,15244922678,25
黄以友,15240955820,21
蓝俊宏,15302687646,25
黄月舜,15389284146,29
许依萍,15665066359,28
郑文婷,13890602372,26
王家豪,15980104498,28
姜智凯,15781595004,19
蔡建安,18839123989,22
郑丽君,15837463825,24
陈皇昆,18879787293,22
陈书易,18723351743,29
陈晓铭,15938897619,21
刘婷婷,13465053196,26
林嘉丰,18605719645,19
巫宇翔,18982393584,19
陈家倩,15828343635,18
杨宛真,13335127890,22
陈国沛,15587689074,18
余佩颖,18666948338,27
郭佩君,13235421460,28
卢宗翰,13676921725,23
金怡君,13431557200,29
李淑萍,15387556593,18
孙水慧,18713394352,28
卢家玮,18873484106,21
陈俐舜,15554190230,20
林圣苹,18543582505,25
邱绿韵,13318747241,29
高柏昆,15715345019,29
黄浩倩,15667255973,19
李婉勋,13602924429,21
陈承峰,15878974791,21
陈火舜,13721200904,29
郭竹睿,18697079625,18
林其琳,13363062508,27
蔡国玫,18887305552,28
郑依婷,13758792636,22
梁靖雯,15873070298,25
王玮昀,13718231015,26
林宜弘,18584317933,19
张雨珍,13612488979,20
谢诗婷,15975192203,25
林千惠,18648786134,24
曾雅如,13809606645,24
方慧吟,15890812139,21
刘升琬,13775609281,24
张美琇,15707558681,19
黄荣明,15102708560,18
黄宗菱,15870393817,18
吴宜松,13918361938,20
林群汉,18985271931,20
叶雅芬,13333862674,21
耿晋启,15724263341,19
陈彦昌,13117729128,19
曹宇文,13733289745,18
黎宗颖,13379851919,21
谢杰梅,13587109888,18
王俊成,15394076568,23
林国芳,15918092563,20
李清富,18858456943,27
倪育维,15254063354,22
陈芝宪,15101332933,27
曾雅琳,13955113826,21
何宁贤,13724482606,21
吴肇星,13636738747,21
吴纯毓,15387778235,29
林柏青,18908686119,29
吴明民,18540074994,26
颜书旭,15150776037,19
邓旻瑜,13378795237,23
白冠志,13580836459,18
陈辛竹,15101497852,25
张凯辰,15832973389,29
吴婉婷,13351272720,23
黄学威,13298042399,28
蓝竣蓉,15759407432,18
陈佳慧,13858740102,25
林美恭,18555654375,20
郑华书,18979958196,29
巫佳纯,15807089034,25
张盈宜,13179616744,19
张珮珊,13947082630,19
林宜玫,13629372350,27
李千华,13190173858,18
蔡冰妹,18892779173,24
杨彦宇,15221172689,29
黄俊映,15233263888,22
陈冠廷,13314901634,18
赵语贞,18932717234,23
骆冰峰,18921573356,26
李俊毅,18657259601,19
杨育玮,15221578477,19
黄丽江,13804051322,21
杨馨钰,13613882043,23
邱俊威,13648748835,23
黄婕妤,18969649768,23
陈东佩,13872254802,26
林郁爱,15540346086,19
徐乐湖,13424456344,28
曾依洁,15343347713,23
蓝建霖,15914670130,19
陈昱沛,13905981066,25
李佳雅,13973666769,21
张惠博,15933654646,25
王竣佩,15397913160,28
孟明宪,13747942063,20
祁柏豪,13466117150,27
黄山民,15562830356,20
陈育军,18913085049,27
黄琼儒,18914501129,18
彭欣桦,13538115907,28
桂家玮,15561625461,28
柳家齐,15883040286,25
黄文玫,15654243754,28
蔡雅铃,15845089738,23
林诗隆,13642706454,29
许竹兰,13862491132,18
姜民羽,18818055298,25
崔欢雅,15169800132,18
袁昌毓,13613083152,24
林佑平,15871364628,24
周惠文,18880407803,25
陈心怡,15311538007,25
吴秋菱,13173905641,26
谢庭侑,13889584471,22
吴秉成,18767261994,18
王诚琇,15266979522,20
简名玫,13211806392,19
汪子杰,15109638753,21
骆协美,15363568976,19
刘雅玲,13963867861,21
何文齐,13279181483,27
廖佩桦,15666510217,21
陈韵瑞,13262381167,21
张芷念,13201642949,23
黄崇玲,13375651278,20
张宛真,13899772384,28
刘敏修,13883938254,24
林雅惠,15284190402,24
杨贞苹,13673112300,29
黄武行,15126861922,26
白建宏,18736978485,20
张仲兰,18877352569,25
倪佳蓉,13308184628,18
王定辰,15141113094,26
许士杰,13477308146,21
王佳仪,15681047834,22
王名吟,13623455843,23
张威宇,18690984400,24
吴彦翔,13960176413,26
吴美淑,13480729039,21
王诗映,18611343543,29
许育莲,15339238081,25
许菁美,15832314216,22
施怡君,15940062357,24
高英杰,13588572675,19
黄崇妹,18674201501,23
林静龙,13514224238,20
姚辛南,18544794484,23
范乔凯,13819698774,27
潘志明,15785867380,21
陈志伟,15314227305,22
黄俊嘉,13843585406,24
王琬兴,15327211864,28
卢淑卿,13876047642,24
李欣新,13467386067,18
洪伟哲,13587363032,28
王玉玲,18772454825,18
吴佳芷,18648908457,28
张翠珊,15653104234,26
钱辰宏,18563272983,22
郑雅宇,18683659132,26
张巧莹,13580480219,19
林琬婷,13103501855,18
王美虹,15644319422,28
贝燕贵,13370656463,29
蔡婉琬,13469226628,29
陈志伟,13708200513,29
孙思洁,13256953905,22
纪承翰,18949984409,29
潘家冰,13469606168,29
杨志柏,13155303572,29
吴翔昆,18964538529,22
李佳蓉,13576412553,25
毛大纶,15680765484,19
吴伊婷,13659218486,28
王宁桦,18619986531,23
林泓宏,13446097266,19
程秀珍,18922091157,23
陈韦成,13307493273,28
蔡毓信,13992661954,22
吴丽萍,15786536663,28
陈雅慧,18692704947,21
陈家梦,18555153927,19
张兴旺,18819396161,19
王真阳,13773967534,27
黄靖信,15369325767,18
郭素仲,13183086317,19
方淑珍,13191177932,24
王志瑶,13332053192,27
周淑芬,18597641987,29
柳协洁,13845688936,29
贲香映,18717612356,19
廖婉修,15535510840,27
谢佳儒,13467894182,28
蓝淑惠,13186460048,20
宋姿瑜,18902566192,24
陈哲维,15740876525,28
陈静雯,15543170789,20
林慧玲,15399433049,27
孙佩如,13338960751,28
萧智文,18812883327,27
祁子博,13914867788,29
吕雅萍,13782531721,19
赵上达,13522406328,28
王婉婷,13924943664,20
王志峰,13883972973,29
林欣琬,13387962392,19
林宗吉,18564753555,29
吴振菁,18523587660,26
陈秉源,13548271254,23
王志侑,18696834975,27
刘俊佑,13339399297,21
王乔玮,18727584059,23
陈钰以,13760254579,28
吴孟梅,13664861919,19
林家铭,13809562070,28
倪淑婷,18672184530,18
陈国维,13697128008,20
傅士凯,13609573038,22
吴俊贤,13682191718,18
袁俊菁,18724006550,25
郑雅珍,13118685361,20
林群梦,13509949198,19
林宜真,18551470738,23
林昌馨,15805292571,18
钟蓉瑄,13223408617,22
杨怡婷,15616307733,20
汪馨火,15177659626,23
沈慧萍,18559714107,27
刘皇元,18690001579,28
罗翔宝,18520731108,27
陈莹月,13714606223,28
周仁杰,13203012104,22
谢雅竹,15740148161,23
黄喜湖,18598558978,24
李冠生,15133599798,18
吴承修,15849911562,23
杨文男,18659797590,29
许惠玲,13555294632,21
林常白,13231594546,21
黄珮珊,18986839932,25
连玉婷,13794054823,23
戴圣杰,13524326742,26
栾文杰,18576976747,25
符晏均,18929059338,25
徐立伟,13839824591,28
陈珮君,15973466898,18
王依婷,18552428399,18
黄国任,15621707001,19
萧俊贤,13522970971,20
陈丽勋,13485909349,27
姜鸿斌,15108646764,22
郑豪坚,18532769165,26
陈奕君,15724415509,21
邓乐茹,13816086168,26
吴嘉凯,15889819122,26
何嘉惠,15549511218,19
吴冠纶,13484579425,29
王惠婷,13788634647,23
周雅筑,13909992258,18
林皓富,15137801417,26
林裕帆,13177057271,21
张俊杰,13439126163,25
蔡佳杰,15119090154,26
崔文彬,13870646795,26
陈淑芬,18684461132,27
林晋辛,13412489207,26
梁君豪,13144120152,22
林慧玲,13196975633,26
陈少云,18740021603,24
张白泉,15965026798,22
徐佳蓉,15349997882,23
吴玟蓁,15310433389,24
潘彦博,18844777079,28
胡丰容,13582432675,27
张玮伦,15623313784,21
张雅春,13712380392,26
张雅琪,13603743292,21
乔逸凡,13130361632,23
郑美珍,13160292158,28
李雅枝,13651343361,27
陈雅文,18581432019,20
刘欣沛,15605611971,22
陈明宪,13912544816,22
张羽秋,18729476236,19
陈左琴,13923943476,23
陈登芳,18894256678,19
黄雅琳,18666233138,22
陈志江,13625859243,19
张法劭,13791716175,21
施轩妹,15843152385,20
杨佳蓉,13636249002,26
陈明珮,13462636518,29
张怡如,15681494821,18
林士依,15225465106,18
卢晓达,15222165264,26
蔡志妤,15276924280,25
叶孟修,18917268696,21
陈惟韦,15850157855,23
袁淑敏,15691556213,29
黄姿菱,13810480275,22
谢怡洁,13463511529,26
黄怡蓁,15939996685,18
张和柔,15864520558,26
邱毓莹,18618688603,25
李宜绍,18707553547,28
何百真,13926523169,28
杨中发,15519137925,22
倪韵郁,15608693680,22
吴逸凡,18851976433,18
张丰韵,15625451175,29
吕宜洁,13831562315,29
阮睿奇,13981041644,28
湛珮如,15865768606,21
刘舜坚,18780119844,20
夏仪如,13560915432,22
张景泉,15567642545,25
陈瑶霖,15306361535,21
张哲嘉,15308853544,19
黄政冰,15925817908,18
陈嘉白,18971239217,24
王怡婷,13677023125,21
谢枝绍,15641466497,25
王淑豪,13836920901,24
廖月美,15244561314,22
王孟颖,13860800704,26
李伊清,15205749785,29
李吟珊,15240737917,18
蔡政信,13507617843,29
郭国荣,18649459647,20
杨文孝,15348048903,21
郑江冰,18772706146,25
陈朝良,15141925741,25
杨顺玟,13540106268,18
刘育欣,13317924337,23
徐华奇,13708078021,24
黄宛臻,13836391863,23
萧雅齐,18698477536,24
李秀英,15135260971,28
吴耀睿,18976668130,25
陈竣杰,15196303703,18
朱一乐,13759033389,18
林承枝,13536459790,23
韩常祥,13574930067,22
王子睿,15936913909,25
林怡如,18740864467,18
胡绍卿,13216065836,23
杨宛君,15209078182,26
赖旻瑞,13400362151,21
吴孟颖,13770485961,23
吴美泉,18961068909,29
许哲琪,18695396481,18
袁宥清,15919818768,23
张宪坚,15802003454,23
姚景惟,13880509069,19
蔡正侑,13127837299,26
江美玲,18733850416,24
谢文齐,13281601193,19
张哲元,18814450067,24
蔡玮婷,15895997968,26
曾宜臻,13219502348,25
李佩伶,15144439484,27
陈柏湖,13489571261,19
李欣怡,13979523430,21
郑子扬,13639789147,24
陈志忠,15901206211,27
蔡柏毅,18658317070,24
卢玉娟,15920400352,25
李乃豪,13575977972,26
陈勇慈,18523576867,20
林长以,15932342275,22
黄玉婷,15898931711,21
黄玉婷,18975176103,20
陈仪书,15610122385,28
钟宛卿,18684668280,28
夏昭来,15182253315,27
陈惠婷,15390434747,22
张秉勋,15666130529,21
王俊宏,13582012791,24
蔡雅文,13958660769,21
邓惟妃,15909120786,26
林威洁,15978235009,23
毛雅婷,15113833079,25
郭佳琪,15194286497,22
萧俊宏,15238693373,18
吴乃荣,15608979751,21
林娇汉,15541865166,28
张秀雪,13276211489,29
谢雯合,15244341318,18
杜玟军,13877972278,19
李孟龙,13408186052,20
陈维喜,13927033692,23
纪家慧,13512129641,23
陈淑芬,15139898260,26
陈进平,13846197392,27
王俊乐,15530420470,22
许儒美,15283243021,22
张曜宇,15558411456,27
林柏洁,18641450838,27
蔡湘婷,13352454819,24
陈家筠,15191813956,26
高光慈,15589668321,18
颜豪燕,15392031875,19
郭建宇,15141599827,29
张惠珍,13694080410,21
黄建妃,13413817657,24
黄铭依,13947161770,19
张钧士,18684119596,27
傅珮兴,13790236598,25
王奕廷,15207793584,27
林吉玲,18959863006,20
方宗颖,18544019016,24
温绿信,18835256694,20
孙清信,15255030718,18
钱馨维,15983435693,26
张曜宇,13685127765,18
罗淑惠,13501831089,29
黄裕杰,13992339972,29
林冠依,15634946478,19
王佩珊,15960032400,22
陈慧志,13591952062,27
李容竹,15179921404,24
李秀玲,13285304646,18
平凯伦,13732276084,18
林志贤,13170674873,24
钟成辰,15598001899,25
温怡臻,13803263814,26
王舜纶,15144330777,26
林惠斌,13869894558,26
游倩元,15303358833,22
黄俊杰,18508821870,29
刘绮云,13661891176,18
陈韵玫,13120788757,22
张彦安,13182951696,19
杨婉鸿,13304135901,27
王秋伦,13869568327,26
阮雅君,18529038120,18
连智文,15613631801,26
蔡佳易,15715386933,24
高嘉兴,15943355469,22
刘佳纯,13945412073,23
郭冠中,15969943062,20
陈铭顺,15995340987,25
郭怡月,15129626659,20
於杰天,15245156061,24
陈秋绍,13409748621,27
张慧玲,18606666061,27
郭佳明,15367188005,28
姜沛羽,13254100330,21
王瑞书,15760701326,24
金友美,13349147995,21
许建佑,18633882761,21
王淑娟,15603548780,28
蓝怡婷,18573361814,19
刘心怡,18867716872,19
